REF_AREA,Reference area,MEDICAL_TECH,Medical technology,TIME_PERIOD,OBS_VALUE
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2006,0
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2005,0
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2004,0
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2003,0
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2002,0
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2001,0
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2000,0
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2021,0.71
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2020,0.72
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2019,0.72
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2018,0.71
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2017,0.71
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2016,0.7
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2015,0.69
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2014,0.68
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2013,0.34
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2012,0.33
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2011,0
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2010,0
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2009,0
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2008,0
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2007,0
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2011,5.94
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2010,4.84
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2009,5.37
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2008,4.38
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2007,3.4
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2006,3.06
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2005,1.5
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2004,1.18
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2003,0.88
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2002,0.87
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2001,0.86
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2000,0.29
LTU,Lithuania,GAMMA,Gamma cameras,2022,3.18
LTU,Lithuania,GAMMA,Gamma cameras,2021,3.21
LTU,Lithuania,GAMMA,Gamma cameras,2020,2.86
LTU,Lithuania,GAMMA,Gamma cameras,2019,2.86
LTU,Lithuania,GAMMA,Gamma cameras,2018,2.86
LTU,Lithuania,GAMMA,Gamma cameras,2017,2.83
LTU,Lithuania,GAMMA,Gamma cameras,2016,3.14
LTU,Lithuania,GAMMA,Gamma cameras,2015,3.1
LTU,Lithuania,GAMMA,Gamma cameras,2014,3.07
LTU,Lithuania,GAMMA,Gamma cameras,2013,3.04
LTU,Lithuania,GAMMA,Gamma cameras,2012,3.01
LTU,Lithuania,GAMMA,Gamma cameras,2011,2.97
LTU,Lithuania,GAMMA,Gamma cameras,2010,2.58
LTU,Lithuania,GAMMA,Gamma cameras,2009,1.58
LTU,Lithuania,GAMMA,Gamma cameras,2008,1.25
LTU,Lithuania,GAMMA,Gamma cameras,2007,0.93
LTU,Lithuania,GAMMA,Gamma cameras,2006,0.92
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2023,0.7
LTU,Lithuania,PET_SCAN,Positron emission tomography (PET) scanners,2022,0.71
LTU,Lithuania,RT,Radiation therapy equipment,2009,4.74
LTU,Lithuania,RT,Radiation therapy equipment,2008,5.32
LTU,Lithuania,RT,Radiation therapy equipment,2007,4.64
LTU,Lithuania,RT,Radiation therapy equipment,2006,7.65
LTU,Lithuania,RT,Radiation therapy equipment,2005,7.22
LTU,Lithuania,MAMM,Mammographs,2023,19.5
LTU,Lithuania,MAMM,Mammographs,2022,17.3
LTU,Lithuania,MAMM,Mammographs,2021,17.81
LTU,Lithuania,MAMM,Mammographs,2020,18.25
LTU,Lithuania,MAMM,Mammographs,2019,15.75
LTU,Lithuania,MAMM,Mammographs,2018,15.7
LTU,Lithuania,MAMM,Mammographs,2017,15.91
LTU,Lithuania,MAMM,Mammographs,2016,14.64
LTU,Lithuania,MAMM,Mammographs,2015,14.11
LTU,Lithuania,MAMM,Mammographs,2014,13.64
LTU,Lithuania,MAMM,Mammographs,2013,13.18
LTU,Lithuania,MAMM,Mammographs,2012,13.39
LTU,Lithuania,MAMM,Mammographs,2011,14.2
LTU,Lithuania,MAMM,Mammographs,2010,12.59
LTU,Lithuania,MAMM,Mammographs,2009,9.17
LTU,Lithuania,MAMM,Mammographs,2008,7.82
LTU,Lithuania,MAMM,Mammographs,2007,5.88
LTU,Lithuania,MAMM,Mammographs,2006,5.81
LTU,Lithuania,MAMM,Mammographs,2005,4.21
LTU,Lithuania,MAMM,Mammographs,2004,3.85
LTU,Lithuania,MAMM,Mammographs,2003,4.1
LTU,Lithuania,MAMM,Mammographs,2002,4.07
LTU,Lithuania,MAMM,Mammographs,2001,4.03
LTU,Lithuania,MAMM,Mammographs,2000,4
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2023,33.08
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2022,29.3
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2021,29.2
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2020,31.13
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2019,26.49
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2018,24.27
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2017,23.34
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2016,23.01
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2015,21
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2014,22.17
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2013,23.66
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2012,23.76
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2011,20.15
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2010,18.73
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2009,16.12
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2008,13.76
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2007,10.52
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2006,12.84
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2005,12.04
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2004,11.55
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2003,9.08
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2002,8.71
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2001,7.2
LTU,Lithuania,CT_SCAN,Computed tomography (CT) scanners,2000,6.57
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2022,16.94
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2021,14.96
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2020,14.31
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2019,13.96
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2018,12.49
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2017,12.38
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2016,12.2
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2015,11.02
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2014,10.57
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2013,10.48
LTU,Lithuania,MRI,Magnetic resonance imaging (MRI) units,2012,10.04
LTU,Lithuania,RT,Radiation therapy equipment,2023,7.31
LTU,Lithuania,RT,Radiation therapy equipment,2022,7.06
LTU,Lithuania,RT,Radiation therapy equipment,2021,7.83
LTU,Lithuania,RT,Radiation therapy equipment,2020,7.87
LTU,Lithuania,RT,Radiation therapy equipment,2019,8.59
LTU,Lithuania,RT,Radiation therapy equipment,2018,8.21
LTU,Lithuania,RT,Radiation therapy equipment,2017,7.43
LTU,Lithuania,RT,Radiation therapy equipment,2016,8.02
LTU,Lithuania,RT,Radiation therapy equipment,2015,7.92
LTU,Lithuania,RT,Radiation therapy equipment,2014,8.53
LTU,Lithuania,RT,Radiation therapy equipment,2013,7.78
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2001,2.26
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2000,2.29
LUX,Luxembourg,GAMMA,Gamma cameras,2005,15.05
LUX,Luxembourg,GAMMA,Gamma cameras,2004,13.1
LUX,Luxembourg,GAMMA,Gamma cameras,2003,11.06
LUX,Luxembourg,GAMMA,Gamma cameras,2002,11.21
LUX,Luxembourg,GAMMA,Gamma cameras,2001,11.31
LUX,Luxembourg,GAMMA,Gamma cameras,2000,11.47
LUX,Luxembourg,GAMMA,Gamma cameras,2019,11.29
LUX,Luxembourg,GAMMA,Gamma cameras,2018,11.51
LUX,Luxembourg,GAMMA,Gamma cameras,2017,11.74
LUX,Luxembourg,GAMMA,Gamma cameras,2016,12.01
LUX,Luxembourg,GAMMA,Gamma cameras,2015,14.04
LUX,Luxembourg,GAMMA,Gamma cameras,2014,14.39
LUX,Luxembourg,GAMMA,Gamma cameras,2013,14.73
LUX,Luxembourg,GAMMA,Gamma cameras,2012,16.95
LUX,Luxembourg,GAMMA,Gamma cameras,2011,17.37
LUX,Luxembourg,GAMMA,Gamma cameras,2010,17.75
LUX,Luxembourg,GAMMA,Gamma cameras,2009,18.07
LUX,Luxembourg,GAMMA,Gamma cameras,2008,18.4
LUX,Luxembourg,GAMMA,Gamma cameras,2007,16.67
LUX,Luxembourg,GAMMA,Gamma cameras,2006,16.91
LUX,Luxembourg,MAMM,Mammographs,1994,24.81
LUX,Luxembourg,MAMM,Mammographs,1993,25.19
LUX,Luxembourg,MAMM,Mammographs,1992,25.51
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2023,1.49
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2022,1.53
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2021,1.56
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2020,1.59
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2019,1.61
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2018,1.64
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2017,1.68
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2016,1.72
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2015,1.75
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2014,1.8
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2013,1.84
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2012,1.88
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2011,1.93
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2010,1.97
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2009,2.01
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2008,2.04
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2007,2.08
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2006,2.11
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2005,2.15
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2004,2.18
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2003,2.21
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2002,0
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2001,0
LUX,Luxembourg,PET_SCAN,Positron emission tomography (PET) scanners,2000,0
LUX,Luxembourg,GAMMA,Gamma cameras,2023,11.96
LUX,Luxembourg,GAMMA,Gamma cameras,2022,12.25
LUX,Luxembourg,GAMMA,Gamma cameras,2021,10.94
LUX,Luxembourg,GAMMA,Gamma cameras,2020,11.11
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,1999,2.33
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,1998,2.35
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,1997,2.39
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,1996,2.42
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,1995,2.44
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,1994,2.48
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,1993,2.52
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,1992,2.55
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,1991,2.58
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,1990,2.62
LUX,Luxembourg,RT,Radiation therapy equipment,2023,8.97
LUX,Luxembourg,RT,Radiation therapy equipment,2022,9.19
LUX,Luxembourg,RT,Radiation therapy equipment,2021,9.38
LUX,Luxembourg,RT,Radiation therapy equipment,2020,9.52
LUX,Luxembourg,RT,Radiation therapy equipment,2019,8.06
LUX,Luxembourg,RT,Radiation therapy equipment,2018,8.22
LUX,Luxembourg,RT,Radiation therapy equipment,2017,8.39
LUX,Luxembourg,RT,Radiation therapy equipment,2016,8.58
LUX,Luxembourg,RT,Radiation therapy equipment,2015,8.77
LUX,Luxembourg,RT,Radiation therapy equipment,2014,8.99
LUX,Luxembourg,RT,Radiation therapy equipment,2013,7.37
LUX,Luxembourg,RT,Radiation therapy equipment,2012,5.65
LUX,Luxembourg,RT,Radiation therapy equipment,2011,5.79
LUX,Luxembourg,RT,Radiation therapy equipment,2010,5.92
LUX,Luxembourg,RT,Radiation therapy equipment,2009,6.02
LUX,Luxembourg,RT,Radiation therapy equipment,2008,6.13
LUX,Luxembourg,RT,Radiation therapy equipment,2007,6.25
LUX,Luxembourg,RT,Radiation therapy equipment,2006,6.34
LUX,Luxembourg,RT,Radiation therapy equipment,2005,6.45
LUX,Luxembourg,RT,Radiation therapy equipment,2004,6.55
LUX,Luxembourg,RT,Radiation therapy equipment,2003,6.64
LUX,Luxembourg,RT,Radiation therapy equipment,2002,6.73
LUX,Luxembourg,RT,Radiation therapy equipment,2001,4.52
LUX,Luxembourg,RT,Radiation therapy equipment,2000,4.59
LUX,Luxembourg,RT,Radiation therapy equipment,1981,2.74
LUX,Luxembourg,MAMM,Mammographs,2023,13.45
LUX,Luxembourg,MAMM,Mammographs,2022,10.72
LUX,Luxembourg,MAMM,Mammographs,2021,10.94
LUX,Luxembourg,MAMM,Mammographs,2020,11.11
LUX,Luxembourg,MAMM,Mammographs,2019,11.29
LUX,Luxembourg,MAMM,Mammographs,2018,11.51
LUX,Luxembourg,MAMM,Mammographs,2017,11.74
LUX,Luxembourg,MAMM,Mammographs,2016,12.01
LUX,Luxembourg,MAMM,Mammographs,2015,12.28
LUX,Luxembourg,MAMM,Mammographs,2014,12.59
LUX,Luxembourg,MAMM,Mammographs,2013,12.89
LUX,Luxembourg,MAMM,Mammographs,2012,13.18
LUX,Luxembourg,MAMM,Mammographs,2011,15.44
LUX,Luxembourg,MAMM,Mammographs,2010,19.72
LUX,Luxembourg,MAMM,Mammographs,2009,20.08
LUX,Luxembourg,MAMM,Mammographs,2008,22.49
LUX,Luxembourg,MAMM,Mammographs,2007,22.92
LUX,Luxembourg,MAMM,Mammographs,2006,21.14
LUX,Luxembourg,MAMM,Mammographs,2005,21.51
LUX,Luxembourg,MAMM,Mammographs,2004,21.83
LUX,Luxembourg,MAMM,Mammographs,2003,22.12
LUX,Luxembourg,MAMM,Mammographs,2002,22.42
LUX,Luxembourg,MAMM,Mammographs,2001,22.62
LUX,Luxembourg,MAMM,Mammographs,2000,22.94
LUX,Luxembourg,MAMM,Mammographs,1999,23.26
LUX,Luxembourg,MAMM,Mammographs,1998,23.53
LUX,Luxembourg,MAMM,Mammographs,1997,23.87
LUX,Luxembourg,MAMM,Mammographs,1996,24.15
LUX,Luxembourg,MAMM,Mammographs,1995,24.45
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2023,25.41
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2022,22.97
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2021,21.88
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2020,22.22
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2019,16.13
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2018,16.45
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2017,16.78
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2016,17.15
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2015,17.54
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2014,21.58
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2013,22.1
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2012,24.48
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2011,25.1
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2010,25.64
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2009,26.1
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2008,26.58
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2007,27.08
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2006,27.48
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2005,27.96
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2004,28.38
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2003,26.55
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2002,24.66
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2001,24.89
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,2000,25.23
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1999,25.58
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1998,25.88
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1997,26.25
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1996,26.57
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1995,26.89
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1994,27.3
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1993,22.67
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1992,22.96
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1991,5.17
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1990,5.24
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1989,5.31
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1988,5.36
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1987,5.39
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1986,5.43
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1985,5.45
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1984,5.46
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1983,5.46
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1982,5.46
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1981,5.48
LUX,Luxembourg,CT_SCAN,Computed tomography (CT) scanners,1980,2.75
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2023,17.94
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2022,18.38
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2021,17.19
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2020,17.46
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2019,14.52
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2018,11.51
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2017,11.74
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2016,12.01
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2015,12.28
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2014,12.59
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2013,12.89
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2012,13.18
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2011,13.51
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2010,13.81
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2009,14.06
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2008,12.27
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2007,10.42
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2006,10.57
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2005,10.75
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2004,10.92
LUX,Luxembourg,MRI,Magnetic resonance imaging (MRI) units,2003,11.06
MEX,Mexico,MAMM,Mammographs,2017,9.97
MEX,Mexico,MAMM,Mammographs,2016,9.78
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2006,3.2
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2005,2.96
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2004,2.69
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2003,3
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2002,2.92
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2001,2.5
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2020,6.69
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2019,6.44
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2018,5.92
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2017,5.89
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2016,5.93
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2015,5.51
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2014,5.7
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2013,5.38
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2012,5.13
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2011,4.62
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2010,4.75
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2009,4.14
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2008,4.04
MEX,Mexico,CT_SCAN,Computed tomography (CT) scanners,2007,3.71
MEX,Mexico,RT,Radiation therapy equipment,2010,1.55
MEX,Mexico,RT,Radiation therapy equipment,2009,1.51
MEX,Mexico,RT,Radiation therapy equipment,2008,1.3
MEX,Mexico,RT,Radiation therapy equipment,2007,1.39
MEX,Mexico,RT,Radiation therapy equipment,2006,1.24
MEX,Mexico,RT,Radiation therapy equipment,2005,1.02
MEX,Mexico,RT,Radiation therapy equipment,2004,1.09
MEX,Mexico,MRI,Magnetic resonance imaging (MRI) units,2022,2.89
MEX,Mexico,MRI,Magnetic resonance imaging (MRI) units,2021,2.92
MEX,Mexico,MRI,Magnetic resonance imaging (MRI) units,2020,2.64
MEX,Mexico,MRI,Magnetic resonance imaging (MRI) units,2019,2.91
MEX,Mexico,MRI,Magnetic resonance imaging (MRI) units,2018,2.55
MEX,Mexico,MRI,Magnetic resonance imaging (MRI) units,2017,2.64
MEX,Mexico,MRI,Magnetic resonance imaging (MRI) units,2016,2.54
MEX,Mexico,MRI,Magnetic resonance imaging (MRI) units,2015,2.34
MEX,Mexico,MRI,Magnetic resonance imaging (MRI) units,2014,2.28
MEX,Mexico,MRI,Magnetic resonance imaging (MRI) units,2013,2.08
MEX,Mexico,MRI,Magnetic resonance imaging (MRI) units,2012,2.08
